age,fnlwgt,education,education-num,occupation,relationship,sex,hours-per-week,income
57,161642,15444,9,6058,19396,31937,45,3700
30,181212,10512,10,6058,1441,15684,40,11360
48,76482,10512,10,1485,19396,31937,50,11360
24,295073,15444,9,2066,12281,31937,50,11360
40,262461,15444,9,3006,19396,31937,40,11360
34,112680,15444,9,4891,5022,15684,20,11360
35,342642,2610,14,981,12281,31937,40,11360
24,211968,7881,13,1436,12281,15684,40,11360
47,153536,2610,14,6058,19396,31937,37,3700
21,188923,15444,9,4891,7228,15684,25,11360
30,391114,1566,12,5474,12281,31937,40,11360
37,119929,15444,9,5474,12281,31937,47,11360
24,130442,2034,11,5474,12281,31937,30,11360
41,192602,10512,10,6089,19396,31937,40,3700
61,328881,7881,13,6110,19396,31937,40,3700
37,165034,15444,9,2066,19396,31937,40,11360
39,93174,15444,9,2341,7228,31937,60,11360
28,205903,1566,12,981,19396,31937,45,3700
24,197496,7881,13,5589,7228,31937,20,11360
29,226941,10512,10,6058,19396,31937,55,11360
61,199193,1566,12,6110,7228,31937,40,11360
38,187870,7881,13,6089,19396,31937,40,3700
56,364899,582,16,6110,19396,31937,65,3700
28,437994,10512,10,4891,12281,31937,60,11360
24,166827,15444,9,5474,12281,15684,30,11360
35,207819,7881,13,6058,19396,31937,50,3700
31,37939,10512,10,5474,19396,31937,43,11360
39,77146,10512,10,5474,19396,31937,55,3700
20,167868,15444,9,4891,12281,15684,35,11360
25,150132,15444,9,5589,12281,15684,40,11360
23,365881,7881,13,6058,12281,31937,25,11360
37,105044,7881,13,6110,19396,31937,40,3700
47,145636,15444,9,3006,19396,31937,40,3700
36,161547,7881,13,5474,5022,15684,40,11360
34,77218,15444,9,5589,12281,15684,40,11360
35,241126,15444,9,6089,1441,31937,60,11360
85,155981,7881,13,6058,12281,31937,40,3700
71,45741,7881,13,5474,19396,31937,30,3700
23,256356,15444,9,5589,7228,15684,40,11360
39,105803,2610,14,6110,19396,31937,48,3700
77,29702,15444,9,4891,19396,31937,35,3700
20,107882,10512,10,5589,7228,15684,20,11360
40,77572,10512,10,5474,5022,15684,40,11360
34,209768,7881,13,6058,19396,31937,60,3700
33,89360,15444,9,2341,19396,31937,55,3700
34,227540,7881,13,5474,19396,31937,60,11360
36,292570,15444,9,5589,7228,15684,40,11360
36,409189,1746,7,5589,19396,31937,40,11360
32,194901,1566,12,6058,19396,31937,70,11360
26,219796,7881,13,981,19396,31937,43,11360
42,228320,7881,13,5474,19396,31937,45,3700
38,236391,15444,9,6089,19396,31937,45,3700
48,193451,1336,6,3006,19396,31937,40,11360
23,223367,10512,10,2066,7228,31937,40,11360
37,33001,15444,9,5474,19396,31937,50,11360
38,173858,7881,13,6058,19396,31937,35,3700
33,240441,10512,10,6089,12281,31937,45,11360
26,160264,1746,7,4891,12281,15684,40,11360
25,230403,7881,13,4891,2253,15684,40,11360
61,154536,1336,6,6089,5022,15684,40,11360
44,247024,7881,13,5474,19396,31937,50,11360
65,410199,7881,13,6058,19396,31937,35,3700
67,54269,1336,6,4891,12281,15684,12,11360
37,205997,15444,9,5589,12281,15684,40,11360
48,47343,819,15,6110,19396,31937,70,3700
35,403489,15444,9,5589,7228,31937,40,11360
48,232149,7881,13,1436,7228,15684,40,11360
36,186819,1566,12,1436,19396,31937,40,3700
20,89991,10512,10,5474,1441,15684,35,11360
32,112139,15444,9,5474,19396,31937,30,11360
18,244571,1746,7,5589,7228,15684,10,11360
36,220696,15444,9,3006,19396,31937,40,3700
50,135102,2610,14,6058,19396,31937,55,3700
24,209417,10512,10,5474,19396,31937,60,3700
43,199689,7881,13,5474,5022,15684,20,11360
27,240172,10512,10,5474,12281,31937,40,11360
29,188564,7881,13,6110,19396,31937,45,3700
19,264527,10512,10,4891,7228,31937,25,11360
38,189922,2034,11,5474,19396,31937,50,3700
64,182044,1336,6,2341,19396,31937,50,11360
31,271173,10512,10,6089,7228,31937,40,11360
30,203034,2034,11,6089,12281,31937,40,11360
30,100734,7881,13,6058,1441,15684,40,3700
33,169269,7881,13,6110,19396,31937,40,3700
59,24244,10512,10,4891,12281,15684,40,11360
40,132222,2610,14,6110,19396,31937,50,11360
27,199118,10512,10,5589,12281,15684,40,11360
34,223212,7881,13,6110,19396,31937,45,11360
27,284859,10512,10,2066,19396,31937,50,11360
23,112854,10512,10,5474,1441,15684,35,11360
41,92968,2610,14,1436,12281,31937,40,11360
25,266668,10512,10,6058,7228,31937,20,11360
33,29144,7881,13,6058,19396,31937,55,3700
26,389856,7881,13,5474,12281,31937,60,11360
42,111589,2034,11,6058,19396,31937,40,11360
25,232938,10512,10,1485,5022,31937,40,11360
45,103540,15444,9,6110,19396,31937,40,3700
59,249814,15444,9,4891,12281,15684,37,11360
26,30776,7881,13,5474,19396,31937,40,3700
20,184779,10512,10,5589,12281,15684,40,11360
53,93449,819,15,6110,19396,31937,40,3700
32,178107,15444,9,1485,7228,31937,40,11360
22,198956,15444,9,2066,5022,31937,35,11360
53,130143,7881,13,5474,12281,31937,45,11360
47,171807,10512,10,1436,12281,15684,40,11360
17,162205,1336,6,2066,7228,15684,15,11360
48,97470,10512,10,6058,19396,31937,40,3700
32,158603,2034,11,5474,5022,15684,7,11360
58,348430,15444,9,6089,19396,31937,40,3700
72,109385,239,2,4891,19396,31937,36,11360
45,188998,2610,14,6110,12281,31937,38,11360
41,210591,15444,9,3006,19396,31937,40,11360
66,37170,15444,9,5589,19396,31937,42,3700
34,169583,2610,14,6058,12281,15684,50,3700
33,180624,15444,9,3006,5022,15684,40,11360
47,186311,7881,13,6058,12281,15684,50,11360
35,106471,7881,13,6089,12281,31937,35,11360
27,37302,1566,12,3006,19396,31937,40,11360
49,91608,10512,10,6089,19396,31937,40,11360
36,263896,15444,9,5589,5022,15684,40,11360
25,335376,1566,12,5589,7228,15684,38,11360
38,186531,15444,9,3006,12281,31937,40,11360
21,42706,10512,10,5589,7228,31937,30,11360
29,180115,15444,9,1436,12281,15684,45,11360
42,191196,1566,12,5589,12281,31937,40,11360
28,209109,7881,13,6058,12281,31937,40,11360
26,199224,10512,10,2066,12281,31937,30,11360
65,42488,819,15,6058,19396,31937,8,11360
19,63574,10512,10,1485,7228,31937,40,11360
22,227943,10512,10,981,7228,31937,40,11360
54,297551,10512,10,6089,19396,31937,40,3700
46,343579,7881,13,6089,19396,31937,77,11360
34,230246,15444,9,6089,12281,31937,99,11360
57,110199,15444,9,1485,19396,31937,20,11360
32,178691,7881,13,6058,7228,15684,45,11360
36,165855,7881,13,5474,19396,31937,40,11360
34,27565,2034,11,6089,2253,15684,27,3700
54,220115,15444,9,6089,19396,31937,40,11360
34,113751,1746,7,5474,7228,15684,37,11360
72,128793,494,3,4891,19396,31937,36,11360
23,97472,15444,9,6089,19396,31937,40,11360
53,153064,494,3,6058,19396,31937,10,3700
57,190488,1746,7,6089,19396,31937,40,3700
22,326283,10512,10,6058,7228,31937,20,11360
40,61287,10512,10,1436,19396,31937,40,11360
31,214288,10512,10,6089,19396,31937,40,11360
18,198856,10512,10,4891,7228,15684,32,11360
51,914061,10512,10,5589,19396,31937,44,3700
24,186648,1566,12,5474,7228,31937,25,11360
49,350759,7881,13,5474,19396,31937,60,3700
37,188571,15444,9,2341,19396,31937,40,11360
29,112776,15444,9,6058,5022,15684,45,11360
21,100345,15444,9,6089,7228,31937,53,11360
49,291783,7881,13,5474,19396,31937,40,11360
44,132849,2610,14,6089,5022,15684,40,11360
31,300497,10512,10,6058,5022,31937,40,11360
54,338089,2610,14,6058,12281,31937,40,11360
26,104257,15444,9,4891,12281,15684,50,11360
40,112247,7881,13,6058,12281,15684,50,11360
41,73070,2610,14,6110,1441,15684,40,11360
48,49298,582,16,6110,19396,31937,50,3700
51,289390,2610,14,6110,19396,31937,40,3700
36,219546,10512,10,6058,19396,31937,60,3700
35,194490,15444,9,6089,12281,15684,40,11360
32,358655,2610,14,5474,12281,15684,50,3700
39,286026,7881,13,6089,19396,31937,52,11360
55,401473,2610,14,6058,12281,15684,40,3700
26,197967,15444,9,6089,7228,31937,40,11360
46,216647,1336,6,981,5022,15684,20,11360
70,355536,15444,9,1436,2253,15684,24,11360
20,193130,10512,10,5589,7228,15684,30,11360
46,67725,7881,13,6058,19396,31937,10,11360
35,209629,15444,9,6058,12281,31937,40,11360
20,143964,15444,9,4891,7228,15684,40,11360
57,249072,10512,10,6058,19396,31937,60,3700
63,130221,2610,14,5474,19396,31937,60,3700
21,201815,10512,10,5589,7228,15684,30,11360
43,67243,7881,13,981,19396,31937,45,3700
35,202263,1566,12,6058,12281,31937,38,11360
21,122048,10512,10,5589,7228,15684,29,11360
23,231866,15444,9,2066,7228,31937,38,11360
35,211440,1566,12,6110,19396,31937,45,11360
28,25955,2034,11,6110,5022,31937,40,11360
45,305474,1336,6,6089,19396,31937,40,11360
73,222702,1336,6,1485,19396,31937,5,11360
33,120460,15444,9,6089,19396,31937,40,11360
25,31657,2034,11,4891,12281,15684,34,11360
19,327079,10512,10,5589,7228,15684,40,11360
42,234633,1746,7,2341,19396,31937,47,11360
27,203776,7881,13,5474,19396,31937,45,3700
24,242138,7881,13,5474,7228,15684,20,11360
19,276937,10512,10,5474,7228,15684,25,11360
36,117528,15444,9,5589,5022,15684,38,11360
41,171351,15444,9,6089,19396,31937,50,3700
43,138471,10512,10,5589,12281,31937,40,11360
40,329341,2610,14,6058,19396,31937,35,3700
57,62539,15444,9,5589,5022,15684,38,11360
58,265579,15444,9,5589,12281,15684,40,11360
22,218215,10512,10,5589,7228,15684,35,11360
39,116369,10512,10,5589,19396,31937,48,11360
24,403107,78,1,5589,12281,31937,40,11360
29,103389,819,15,6110,12281,15684,40,3700
26,624006,15444,9,4891,19396,31937,40,11360
27,344094,15444,9,6089,7228,31937,40,11360
67,147377,15444,9,6058,19396,31937,45,11360
49,90579,15444,9,6089,19396,31937,50,11360
47,91972,15444,9,238,2253,15684,35,3700
59,275236,1746,7,5474,19396,31937,70,3700
23,340432,15444,9,6089,12281,31937,40,11360
35,158592,2034,11,6058,19396,31937,50,3700
48,278303,15444,9,6089,19396,31937,55,11360
37,160192,1566,12,6110,12281,31937,80,11360
29,148429,15444,9,1485,19396,31937,60,11360
24,210474,2610,14,6110,7228,15684,40,11360
41,510072,7881,13,6110,19396,31937,40,3700
21,328906,15444,9,6089,12281,31937,35,11360
26,247196,10512,10,2066,7228,31937,35,11360
54,178839,15444,9,6058,19396,31937,40,3700
60,178764,15444,9,6110,19396,31937,25,11360
38,218490,15444,9,6089,7228,31937,40,11360
19,44047,15444,9,3006,12281,31937,40,11360
41,125268,7881,13,6110,5022,15684,40,11360
37,484475,7881,13,4891,12281,31937,60,11360
22,114357,10512,10,4891,12281,31937,35,11360
33,219619,2610,14,6110,19396,31937,40,3700
47,319205,10512,10,5589,5022,15684,40,11360
34,262118,2034,11,6058,5022,15684,40,11360
50,141340,7881,13,5474,19396,31937,50,11360
35,189703,735,5,4891,19396,31937,32,11360
29,116531,2610,14,6110,12281,15684,40,11360
27,142621,7881,13,6110,12281,15684,40,11360
44,327573,2610,14,6110,12281,31937,40,11360
21,24896,10512,10,4891,7228,15684,35,11360
36,69251,15444,9,4891,1441,31937,40,11360
38,91716,1746,7,3006,12281,31937,40,11360
38,93717,2034,11,6058,12281,15684,45,11360
38,111499,819,15,6110,12281,15684,32,11360
24,307267,7881,13,5589,12281,15684,40,11360
52,249196,1566,12,6058,19396,31937,55,3700
52,188644,10512,10,2341,19396,31937,30,11360
32,255004,15444,9,6089,19396,31937,50,11360
34,100145,10512,10,5589,2253,15684,20,11360
18,183274,1746,7,4891,7228,15684,30,11360
45,44671,10512,10,2066,19396,31937,40,11360
24,354351,7881,13,6110,12281,31937,40,11360
43,346189,10512,10,6110,19396,31937,40,3700
49,304864,10512,10,1436,5022,15684,35,11360
68,505365,7881,13,5474,5022,31937,70,11360
18,268520,15444,9,5589,7228,15684,40,11360
27,210295,7881,13,981,19396,31937,40,11360
18,103339,1336,6,5474,7228,15684,16,11360
33,145437,10512,10,6089,5022,31937,40,11360
48,56071,7881,13,6089,19396,31937,40,3700
34,233729,1566,12,6110,19396,31937,50,3700
41,265932,15444,9,5589,5022,15684,45,11360
74,154347,15444,9,2341,12281,31937,10,11360
40,277507,15444,9,2066,12281,31937,40,11360
53,172898,819,15,6110,19396,31937,60,3700
47,182655,2034,11,1436,19396,31937,52,3700
30,181460,15444,9,4891,5022,15684,37,11360
38,149771,15444,9,6089,12281,31937,40,11360
44,45363,10512,10,1436,19396,31937,44,3700
48,180010,10512,10,6089,5022,15684,40,11360
20,233198,15444,9,6089,7228,31937,40,11360
47,124974,10512,10,5589,12281,15684,25,11360
34,136331,15444,9,2341,19396,31937,60,11360
43,106900,10512,10,6110,19396,31937,40,11360
25,314464,15444,9,6089,7228,31937,40,11360
51,152810,2034,11,1436,19396,31937,40,3700
50,76728,10512,10,5589,12281,15684,39,11360
42,55854,7881,13,6058,19396,31937,40,11360
17,36801,1336,6,4891,7228,15684,18,11360
46,155654,2610,14,6110,12281,15684,40,11360
51,173987,15444,9,5474,19396,31937,48,3700
18,115725,1746,7,4891,7228,15684,12,11360
33,234976,7881,13,5474,2253,15684,40,3700
27,122913,912,4,2341,19396,31937,40,11360
36,187411,2610,14,6110,12281,31937,50,3700
31,193285,15444,9,2341,12281,31937,40,11360
20,117767,10512,10,2341,7228,31937,40,11360
45,81534,15444,9,5474,5022,31937,40,11360
22,202125,15444,9,5474,19396,31937,50,11360
40,225660,7881,13,981,12281,15684,40,11360
25,203279,7881,13,6110,12281,31937,20,11360
40,151960,10512,10,6089,5022,15684,38,11360
48,368561,7881,13,5474,19396,31937,37,3700
30,202046,15444,9,5589,12281,31937,20,11360
61,197286,7881,13,3006,19396,31937,40,3700
49,285570,912,4,1485,19396,31937,50,11360
22,380899,10512,10,6089,7228,31937,40,11360
19,325217,15444,9,4891,7228,31937,32,11360
26,111058,7881,13,5474,7228,31937,50,11360
27,162312,10512,10,4891,12281,31937,50,11360
41,136986,2610,14,6058,19396,31937,40,11360
33,97654,582,16,6110,19396,31937,40,11360
56,229116,10512,10,4891,12281,31937,32,11360
43,159549,7881,13,6058,19396,31937,40,3700
29,195760,15444,9,4891,2253,15684,35,11360
44,277788,1746,7,5474,19396,31937,60,3700
37,120201,10512,10,5589,7228,15684,40,11360
24,236601,10512,10,3006,12281,31937,43,11360
38,219757,15444,9,2341,19396,31937,40,11360
35,160728,2610,14,6110,19396,31937,45,3700
39,308945,7881,13,5589,7228,15684,50,11360
47,185859,15444,9,1485,19396,31937,60,3700
51,48358,15444,9,6089,19396,31937,52,3700
38,77792,15444,9,3006,19396,31937,56,11360
44,114753,10512,10,1436,5022,15684,38,11360
24,234259,15444,9,5589,1441,15684,40,11360
41,152617,15444,9,6058,5022,15684,40,11360
51,204567,2034,11,5589,5022,15684,45,11360
60,145209,15444,9,5474,19396,31937,60,11360
40,240698,7881,13,6058,19396,31937,50,3700
27,299536,10512,10,5589,2253,15684,55,11360
36,238802,15444,9,3006,19396,31937,48,3700
44,150519,15444,9,3006,19396,31937,40,11360
33,237903,10512,10,6110,12281,15684,40,11360
53,257940,912,4,3006,19396,31937,40,11360
43,383670,15444,9,6089,19396,31937,40,3700
44,179666,1566,12,1436,12281,31937,40,11360
35,259727,10512,10,6089,19396,31937,55,11360
52,277772,10512,10,5589,5022,15684,40,11360
51,67198,1566,12,6110,5022,15684,50,11360
41,22419,735,5,6058,19396,31937,84,11360
42,99373,15444,9,3006,12281,15684,40,11360
54,147629,2610,14,6110,19396,31937,35,3700
31,145714,1336,6,6089,19396,31937,48,11360
30,49358,633,8,5474,7228,15684,40,11360
21,214956,10512,10,1436,7228,31937,30,11360
29,66172,10512,10,5589,12281,15684,40,11360
37,136749,15444,9,5589,7228,15684,35,11360
19,43937,10512,10,4891,7228,15684,12,11360
33,114639,1746,7,1485,5022,31937,40,11360
72,104090,7881,13,6058,19396,31937,40,11360
21,137510,15444,9,6089,19396,31937,20,11360
23,123586,10512,10,5589,7228,31937,25,11360
45,293628,10512,10,6110,19396,31937,50,3700
37,239409,15444,9,6058,12281,31937,40,3700
37,593246,7881,13,4891,12281,15684,50,3700
36,30269,10512,10,4891,2253,15684,32,3700
31,48456,10512,10,5474,12281,15684,40,11360
63,153894,2034,11,6058,12281,15684,24,11360
24,182117,7881,13,5589,7228,31937,28,11360
29,231148,7881,13,6110,19396,31937,50,3700
53,184176,10512,10,6058,19396,31937,50,3700
40,29702,15444,9,1485,7228,31937,85,11360
40,276759,2610,14,6110,2253,15684,60,3700
64,234570,10512,10,5589,19396,31937,40,11360
33,143485,15444,9,2066,19396,31937,40,11360
20,143062,15444,9,3006,7228,31937,40,11360
47,146516,10512,10,2066,2253,15684,48,11360
32,108256,633,8,2341,19396,31937,60,3700
25,211392,15444,9,4891,12281,31937,48,11360
26,271243,633,8,5589,12281,31937,40,11360
25,197822,7881,13,6110,7228,15684,40,11360
40,167678,7881,13,6089,19396,31937,40,3700
30,30101,10512,10,6089,19396,31937,40,3700
46,232220,2610,14,6058,12281,31937,50,3700
35,306156,15444,9,3006,19396,31937,45,11360
30,70985,15444,9,1485,19396,31937,75,11360
58,185459,1746,7,3006,19396,31937,40,11360
17,91141,1336,6,5474,7228,31937,8,11360
42,347653,7881,13,4891,5022,31937,60,11360
31,189759,15444,9,2341,19396,31937,50,11360
46,272792,7881,13,6089,12281,15684,40,11360
32,132767,7881,13,5474,19396,31937,50,3700
62,162245,7881,13,6110,19396,31937,35,11360
78,152148,912,4,2341,19396,31937,20,11360
22,193385,15444,9,2066,12281,15684,40,11360
31,185778,15444,9,1485,12281,31937,60,11360
32,162370,2610,14,6110,12281,15684,35,11360
38,340763,15444,9,5589,12281,31937,47,11360
77,148949,1336,6,4891,19396,31937,30,11360
62,147393,912,4,1485,19396,31937,40,3700
33,187203,7881,13,5474,19396,31937,50,11360
40,147206,2034,11,6089,19396,31937,35,11360
65,228182,7881,13,6110,19396,31937,40,3700
31,177426,7881,13,2066,19396,31937,40,11360
32,133530,2610,14,6110,2253,15684,20,11360
45,117849,1746,7,2341,1441,31937,40,11360
70,132670,2610,14,5474,19396,31937,4,3700
38,98360,582,16,6110,19396,31937,50,3700
37,226500,15444,9,5474,19396,31937,50,11360
30,35644,2034,11,6089,1441,31937,40,11360
34,49325,2610,14,6058,19396,31937,40,3700
19,142738,10512,10,6110,7228,15684,20,3700
54,207841,15444,9,6110,12281,31937,20,11360
32,269355,10512,10,2341,19396,31937,50,3700
32,190290,15444,9,6089,19396,31937,40,3700
24,209034,15444,9,5474,12281,15684,50,11360
35,174571,15444,9,2066,19396,31937,40,11360
28,198583,15444,9,3006,2253,15684,35,11360
28,128055,15444,9,6089,19396,31937,60,11360
41,319271,10512,10,5474,19396,31937,50,11360
38,91857,15444,9,4891,1441,31937,40,11360
21,376416,10512,10,2341,7228,31937,40,11360
31,323829,15444,9,981,1441,31937,45,11360
22,209646,7881,13,6110,7228,15684,6,11360
28,90872,10512,10,5589,12281,15684,40,11360
52,287454,7881,13,6110,5022,15684,40,3700
23,208946,7881,13,5474,7228,31937,40,11360
37,130805,1566,12,981,19396,31937,99,3700
23,247090,735,5,6089,19396,31937,55,11360
21,249150,15444,9,5474,7228,15684,24,11360
57,187138,15444,9,5589,12281,15684,40,11360
35,166497,819,15,6110,19396,31937,60,3700
50,155433,7881,13,6058,12281,15684,50,11360
37,211168,10512,10,1436,2253,15684,35,11360
24,162688,15444,9,6089,19396,31937,40,11360
58,185072,7881,13,6110,5022,15684,40,3700
50,154153,1336,6,3006,19396,31937,50,11360
58,166258,10512,10,5589,19396,31937,50,11360
60,165792,2610,14,6110,2253,15684,8,11360
61,313170,15444,9,6089,12281,31937,40,11360
37,188279,15444,9,4891,19396,31937,40,11360
27,209301,15444,9,6089,19396,31937,60,11360
37,194820,15444,9,6089,5022,15684,42,11360
36,171393,7881,13,6058,19396,31937,40,3700
31,268282,912,4,1485,1441,31937,35,11360
23,219519,10512,10,5474,12281,15684,30,11360
44,369131,15444,9,981,19396,31937,40,3700
21,195571,10512,10,5589,7228,15684,25,11360
57,114686,2034,11,1436,12281,15684,44,11360
24,356861,1336,6,3006,19396,31937,50,11360
26,156848,7881,13,5474,7228,31937,40,11360
66,147766,15444,9,6089,19396,31937,40,3700
60,134768,10512,10,981,19396,31937,40,11360
52,156882,10512,10,5474,19396,31937,40,11360
21,131404,15444,9,3006,7228,31937,30,11360
32,233727,7881,13,5474,19396,31937,60,3700
48,168556,15444,9,2341,19396,31937,55,11360
63,60459,10512,10,5589,12281,15684,37,11360
42,212894,2610,14,6110,19396,31937,23,3700
17,41865,15444,9,5589,7228,15684,5,11360
30,175413,15444,9,2066,7228,15684,35,11360
33,149902,10512,10,6058,5022,15684,40,11360
55,180497,1566,12,4891,12281,15684,52,11360
39,107302,7881,13,6089,1441,31937,35,3700
33,93283,7881,13,6110,5022,31937,40,11360
34,264351,15444,9,1485,19396,31937,40,11360
59,136819,2610,14,6110,19396,31937,8,3700
32,295010,10512,10,4891,5022,15684,40,11360
62,291904,15444,9,238,12281,15684,20,11360
21,225442,15444,9,1485,7228,31937,40,11360
57,170108,7881,13,6058,19396,31937,40,3700
19,193859,10512,10,5589,12281,31937,35,11360
38,326701,1566,12,6089,19396,31937,40,3700
38,196373,7881,13,5474,12281,31937,20,11360
20,258730,15444,9,238,7228,15684,40,11360
24,190293,7881,13,6058,12281,15684,40,11360
39,170263,2610,14,6110,5022,15684,30,3700
24,300275,15444,9,2066,12281,31937,40,11360
28,255254,7881,13,6110,2253,15684,37,11360
51,166461,1746,7,3006,5022,15684,40,11360
27,96219,15444,9,4891,7228,15684,32,11360
38,186845,7881,13,6089,19396,31937,40,11360
24,99697,15444,9,2066,7228,15684,40,11360
42,143069,15444,9,6089,19396,31937,60,3700
53,117674,10512,10,6089,19396,31937,40,3700
35,261504,15444,9,2341,1441,15684,40,11360
37,29660,1566,12,5589,12281,15684,40,11360
45,202560,1566,12,5589,5022,15684,40,3700
27,178713,1746,7,5474,12281,31937,35,11360
34,100734,15444,9,1436,5022,15684,40,11360
24,112009,15444,9,4891,5022,15684,35,11360
69,144056,10512,10,6110,19396,31937,40,3700
47,70209,15444,9,5589,5022,15684,40,11360
19,143816,10512,10,3006,1441,31937,30,11360
30,714597,10512,10,981,12281,31937,45,11360
71,187703,2034,11,6110,5022,15684,38,3700
53,418901,15444,9,6089,19396,31937,40,11360
22,169188,15444,9,5589,7228,15684,40,11360
47,70554,10512,10,6089,12281,31937,40,3700
28,31801,7881,13,6089,19396,31937,50,3700
25,195000,10512,10,6110,12281,15684,40,11360
38,215392,2034,11,6110,2253,15684,45,3700
33,97723,15444,9,5474,7228,31937,40,11360
41,121012,1746,7,6089,19396,31937,50,11360
19,218956,633,8,3006,1441,31937,40,11360
41,171003,912,4,4891,5022,15684,30,11360
20,154782,15444,9,1485,7228,31937,20,11360
53,816750,7881,13,6110,19396,31937,72,3700
67,92943,15444,9,5589,5022,15684,21,11360
55,218456,2610,14,6058,12281,15684,50,11360
39,301614,15444,9,2341,19396,31937,40,11360
36,307134,7881,13,6110,19396,31937,42,11360
37,106347,2610,14,6058,12281,31937,65,11360
36,127961,7881,13,6058,19396,31937,50,3700
32,206297,7881,13,6058,12281,31937,60,11360
20,171156,10512,10,4891,7228,15684,25,11360
31,104729,239,2,2066,19396,31937,35,11360
47,85109,10512,10,5474,12281,31937,45,3700
25,199143,15444,9,6089,7228,31937,40,11360
24,110371,15444,9,981,12281,31937,40,11360
33,250782,10512,10,6089,19396,31937,40,11360
45,281574,10512,10,6058,12281,15684,43,11360
28,147889,1336,6,4891,2253,15684,40,11360
36,298753,10512,10,6058,12281,15684,60,11360
55,248841,15444,9,2341,19396,31937,45,3700
51,274948,10512,10,6089,19396,31937,60,11360
22,41763,15444,9,5474,19396,31937,42,11360
37,385251,15444,9,6058,19396,31937,40,3700
23,145964,10512,10,4891,7228,31937,20,11360
61,33460,15444,9,5589,5022,15684,40,11360
46,121586,7881,13,6089,19396,31937,40,11360
35,112008,10512,10,1436,19396,31937,40,11360
24,163053,1746,7,5474,12281,15684,36,11360
33,147201,7881,13,6110,7228,31937,35,11360
60,491214,15444,9,5474,12281,15684,30,11360
36,102729,15444,9,2066,19396,31937,45,3700
48,216214,10512,10,6089,19396,31937,40,3700
43,212206,15444,9,5589,12281,15684,45,11360
53,235567,15444,9,5589,12281,15684,40,11360
31,356410,2034,11,5474,19396,31937,40,3700
26,223558,15444,9,1436,5022,15684,40,11360
63,160473,15444,9,5589,12281,15684,40,11360
51,150999,10512,10,6089,19396,31937,40,3700
41,230961,15444,9,5589,19396,31937,40,11360
71,169114,10512,10,6110,12281,31937,40,11360
39,301070,7881,13,6058,19396,31937,70,3700
23,163687,10512,10,6058,19396,31937,50,11360
35,180419,15444,9,3006,12281,31937,40,11360
18,114828,633,8,3006,7228,31937,4,11360
44,208606,10512,10,3006,19396,31937,40,3700
19,165977,10512,10,5474,7228,15684,25,11360
28,110408,15444,9,6089,7228,31937,40,11360
41,266047,7881,13,6089,19396,31937,40,3700
52,176124,15444,9,1436,19396,31937,40,3700
27,144063,1336,6,6089,5022,31937,75,11360
29,446724,7881,13,6058,19396,31937,35,11360
59,357118,7881,13,6058,12281,15684,40,11360
47,102388,15444,9,2341,7228,31937,60,11360
27,191515,2610,14,6110,12281,31937,45,11360
31,94413,15444,9,6089,1441,31937,40,11360
42,32627,10512,10,6089,19396,31937,45,3700
37,218249,1746,7,5589,5022,15684,40,11360
38,308798,15444,9,5474,5022,15684,40,11360
24,199005,15444,9,4891,7228,31937,25,11360
29,108432,2610,14,6110,12281,31937,40,11360
47,149218,15444,9,6089,19396,31937,35,11360
26,552529,15444,9,3006,2253,15684,40,11360
43,222596,10512,10,6089,19396,31937,45,3700
31,168961,15444,9,6089,19396,31937,40,11360
37,206951,15444,9,6089,19396,31937,40,11360
41,386236,494,3,1485,19396,31937,30,11360
20,196388,10512,10,3006,7228,31937,25,11360
32,162675,2034,11,5589,7228,15684,35,11360
38,187847,15444,9,6058,19396,31937,45,11360
39,186934,15444,9,6089,19396,31937,38,11360
27,180271,15444,9,3006,19396,31937,43,11360
35,215503,7881,13,6110,7228,31937,40,11360
40,110862,7881,13,5474,19396,31937,50,3700
28,197905,10512,10,6089,7228,31937,60,11360
25,355124,15444,9,3006,12281,15684,40,11360
29,109621,15444,9,6089,19396,31937,40,11360
50,194995,2034,11,5474,12281,31937,40,11360
42,137136,15444,9,6058,12281,31937,55,11360
47,67229,1746,7,2341,12281,15684,40,11360
44,197033,15444,9,5589,19396,31937,40,11360
27,187746,7881,13,6110,7228,15684,25,11360
40,98211,15444,9,6089,19396,31937,40,3700
25,54298,15444,9,5474,19396,31937,30,11360
48,49275,10512,10,1485,19396,31937,50,11360
22,237386,2034,11,6110,12281,31937,50,11360
40,67243,10512,10,1436,12281,31937,40,11360
46,168191,15444,9,6089,12281,31937,2,11360
25,132327,10512,10,5589,1441,15684,40,11360
17,175109,1746,7,4891,7228,31937,25,11360
61,224638,15444,9,5589,12281,15684,40,11360
23,128487,7881,13,6110,12281,15684,20,11360
30,179747,15444,9,6089,19396,31937,45,3700
46,195416,7881,13,6110,12281,15684,44,3700
37,176949,912,4,6089,19396,31937,50,11360
31,114691,7881,13,5474,12281,31937,48,11360
27,122540,10512,10,6089,1441,31937,40,11360
36,93461,15444,9,6089,2253,15684,30,11360
45,54098,15444,9,6058,19396,31937,45,3700
22,333838,15444,9,5589,12281,31937,40,11360
34,174789,15444,9,5474,19396,31937,45,3700
70,227515,1336,6,2341,5022,15684,40,11360
45,391585,7881,13,981,19396,31937,50,3700
23,83315,1336,6,2066,19396,31937,10,11360
22,213310,10512,10,4891,7228,15684,35,11360
47,127303,10512,10,5474,19396,31937,40,11360
